,ASSETID,PERIOD,PRICE,UNITPRICE,ADTYPOLOGYID,ADOPERATIONID,CONSTRUCTEDAREA,ROOMNUMBER,BATHNUMBER,HASTERRACE,HASLIFT,HASAIRCONDITIONING,AMENITYID,HASPARKINGSPACE,ISPARKINGSPACEINCLUDEDINPRICE,PARKINGSPACEPRICE,HASNORTHORIENTATION,HASSOUTHORIENTATION,HASEASTORIENTATION,HASWESTORIENTATION,HASBOXROOM,HASWARDROBE,HASSWIMMINGPOOL,HASDOORMAN,HASGARDEN,ISDUPLEX,ISSTUDIO,ISINTOPFLOOR,CONSTRUCTIONYEAR,FLOORCLEAN,FLATLOCATIONID,CADCONSTRUCTIONYEAR,CADMAXBUILDINGFLOOR,CADDWELLINGCOUNT,CADASTRALQUALITYID,BUILTTYPEID_1,BUILTTYPEID_2,BUILTTYPEID_3,DISTANCE_TO_CITY_CENTER,DISTANCE_TO_METRO,DISTANCE_TO_CASTELLANA,LONGITUDE,LATITUDE,CITYNAME,ADTYPOLOGY,ADOPERATION
30881,A6824579078630365078,201812,184000,3228.0701754386,HOME,SALE,57,2,1,1,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,3.0,1.0,1970,5,21,6.0,0,0,1,5.633949676045071,0.1360954579333484,3.9679375811576825,-3.64175289329598,40.4347883167019,Madrid,HOME,SALE
49978,A5380603935280790833,201806,149000,1655.55555555556,HOME,SALE,90,4,1,1,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,,2.0,1.0,1969,5,16,6.0,0,0,1,5.322796487284871,0.134315437462416,4.828507297510605,-3.75156044131539,40.3855588751289,Madrid,HOME,SALE
14019,A9907322889201878352,201803,118000,1873.01587301587,HOME,SALE,63,3,1,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1965.0,3.0,1.0,1965,6,13,6.0,0,0,1,2.877186664456332,0.4576922843475933,3.5428944013914627,-3.73526318889445,40.4069070215584,Madrid,HOME,SALE
383,A8879197313605366390,201803,201000,4466.66666666667,HOME,SALE,45,1,1,0,0,0,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2006.0,0.0,1.0,2006,7,23,5.0,0,0,1,0.9948728878625934,0.3472483911756727,0.9927642988778528,-3.70498340856804,40.4076992180828,Madrid,HOME,SALE
2696,A16293130522617641153,201803,419000,3809.09090909091,HOME,SALE,110,3,2,0,1,0,3,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,,1.0,1.0,1959,7,29,4.0,0,0,1,2.952018693796438,0.114883770932185,1.7686420934848783,-3.66995468761643,40.4228895506923,Madrid,HOME,SALE
85638,A3078941854961769275,201812,274000,3223.52941176471,HOME,SALE,85,2,1,0,1,1,3,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,,2.0,2.0,1975,10,29,5.0,0,0,1,8.442845366542002,0.9506675907940032,1.326204014331019,-3.67072108168737,40.4881372418546,Madrid,HOME,SALE
66305,A9985317531396563492,201812,331000,3245.09803921569,HOME,SALE,102,3,2,1,1,0,3,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,,0.0,1.0,2006,3,20,4.0,1,0,0,12.332725535845103,0.227851641479966,8.877967557234065,-3.58005853842464,40.4749612210527,Madrid,HOME,SALE
33366,A13720092391619290049,201812,199000,2163.04347826087,HOME,SALE,92,3,2,1,1,0,3,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,,,1.0,2018,11,4,3.0,1,0,0,12.39933922370323,2.6647811910217154,11.28888413902236,-3.55917974989432,40.3998025062836,Madrid,HOME,SALE
26375,A16694039952199046240,201809,224000,3027.02702702703,HOME,SALE,74,2,1,1,1,0,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1970.0,1.0,2.0,1970,10,51,5.0,0,1,0,6.825725075166445,1.0770021888261114,3.511587957275472,-3.72906671209157,40.4748110371562,Madrid,HOME,SALE
36607,A3747979316377159052,201812,389000,5051.94805194805,HOME,SALE,77,2,1,0,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,3.0,1.0,1910,6,22,4.0,0,0,1,0.8527589575461287,0.3486565631093105,0.1714220962411438,-3.69526298029474,40.4125238681483,Madrid,HOME,SALE
82731,A9048375155229776637,201812,125000,2016.12903225806,HOME,SALE,62,3,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1957.0,2.0,1.0,1957,6,15,6.0,0,0,1,3.820200013314468,0.2489288079735327,1.030168966582261,-3.69981877556134,40.3824060773207,Madrid,HOME,SALE
26682,A10718031178209581889,201809,794000,5155.84415584416,HOME,SALE,154,5,3,1,1,1,3,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,2010.0,1.0,1.0,2010,5,95,3.0,0,0,1,9.7757303946098,0.5636897443435518,2.878790578173234,-3.70232436447662,40.504399799783,Madrid,HOME,SALE
2008,A9745461690305956221,201803,525000,5250.0,HOME,SALE,100,2,2,0,1,1,3,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,2006.0,4.0,1.0,2006,8,230,3.0,0,0,1,3.110425666385964,0.3526007978828714,0.3467193683931258,-3.69101757540226,40.390396016407,Madrid,HOME,SALE
69246,A18103270938756731292,201806,299000,6644.44444444445,HOME,SALE,45,1,1,0,1,1,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,,2.0,1.0,1970,12,67,4.0,0,0,1,2.4688957377650222,0.556852168261281,1.2877083665218512,-3.67663642241387,40.4085622811256,Madrid,HOME,SALE
89569,A6743266458144260085,201812,79000,3038.46153846154,HOME,SALE,26,1,1,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,1.0,1.0,1990,4,7,7.0,0,0,1,8.47663079479541,0.3329720609246326,7.389697080978358,-3.60471190445437,40.4062310684425,Madrid,HOME,SALE
72860,A1248812740280716379,201812,161000,1694.73684210526,HOME,SALE,95,3,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,2.0,2.0,1955,2,5,7.0,0,0,1,4.184849835313779,0.4813152543157959,4.6825819889154126,-3.74928009881762,40.4019791774621,Madrid,HOME,SALE
48072,A9159226959289633392,201812,564000,3686.27450980392,HOME,SALE,153,3,2,1,1,1,3,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1971.0,1.0,1.0,1971,5,25,5.0,0,1,0,5.306292264986223,0.4526559395729809,0.7605780340778864,-3.68058136848246,40.4608635268781,Madrid,HOME,SALE
18044,A7624302571153629978,201803,418000,3483.33333333333,HOME,SALE,120,4,3,1,1,1,3,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1975.0,1.0,1.0,1975,4,43,4.0,0,0,1,11.11316832929144,0.2862046623593905,8.711168433978449,-3.58561399683155,40.4599061983625,Madrid,HOME,SALE
9432,A15350902283638158661,201803,177000,2809.52380952381,HOME,SALE,63,2,2,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,,4.0,1.0,2006,3,4,5.0,0,0,1,11.341209492938065,1.4095358875383686,9.623423531869472,-3.57657415934198,40.4482579341511,Madrid,HOME,SALE
32355,A4592162104333355060,201809,231000,4812.5,HOME,SALE,48,1,1,0,0,0,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1870.0,2.0,1.0,1870,6,15,6.0,0,0,1,0.5706243771178259,0.1998445855620229,0.7940004328208463,-3.70254854241642,40.4115518955041,Madrid,HOME,SALE
65796,A75101527909561183,201812,184000,2967.74193548387,HOME,SALE,62,2,2,0,1,0,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,,1.0,1.0,2018,7,3,3.0,1,0,0,12.3396187606221,1.918958298416552,11.278483337299043,-3.55879984971681,40.4065881981918,Madrid,HOME,SALE
69935,A4712464944595550394,201812,377000,3590.47619047619,HOME,SALE,105,4,2,0,1,0,3,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1980.0,6.0,1.0,1980,13,74,5.0,0,0,1,7.591533716380694,0.4715885530986733,1.504552553703758,-3.70195454528933,40.4847716031503,Madrid,HOME,SALE
8512,A10008442616761783181,201803,199000,2211.11111111111,HOME,SALE,90,2,2,0,1,1,2,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,2006.0,3.0,,2006,7,44,4.0,0,0,1,7.138022680221496,1.3031147598893238,4.412398571041791,-3.70812993543026,40.3525533222165,Madrid,HOME,SALE
4651,A14787066120093676511,201803,1972000,7042.85714285714,HOME,SALE,280,3,3,0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,0.0,1.0,1984,6,12,2.0,0,0,1,2.0556841570605187,0.158060060577069,0.1886787124532432,-3.69103367403123,40.4322970338765,Madrid,HOME,SALE
7100,A1097205912314033208,201803,85000,1888.88888888889,HOME,SALE,45,1,1,0,0,1,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1965.0,0.0,1.0,1965,4,8,6.0,0,0,1,4.461534032649588,0.939944904744466,2.360007083688448,-3.66757747677531,40.3875066605983,Madrid,HOME,SALE
24758,A12485270930034798432,201812,128000,2560.0,HOME,SALE,50,2,1,1,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1960.0,4.0,1.0,1970,5,18,6.0,0,0,1,5.91992079583949,0.2029853753815679,4.5422604002290825,-3.63544822716391,40.427597892897,Madrid,HOME,SALE
18176,A2919356629671394728,201812,320000,5818.18181818182,HOME,SALE,55,2,2,0,1,1,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,,-1.0,2.0,1941,6,28,4.0,0,0,1,3.0099477798051897,0.2283122536256368,1.3362630772712951,-3.67319985402435,40.4303301823729,Madrid,HOME,SALE
52101,A17856840662785071232,201812,455000,6148.64864864865,HOME,SALE,74,2,1,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,5.0,1.0,1974,5,17,4.0,0,0,1,2.641857730339899,0.1563010101477303,1.0284853460631282,-3.6772542855234,40.4290452375509,Madrid,HOME,SALE
19201,A3327063525588326009,201809,342000,3600.0,HOME,SALE,95,2,1,0,0,1,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,,4.0,1.0,1918,7,12,5.0,0,0,1,0.8587154398614845,0.0734363262034067,0.7065629527962486,-3.70113281950068,40.4091460630512,Madrid,HOME,SALE
35892,A16872824858396205716,201812,335000,2768.59504132231,HOME,SALE,121,4,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,3.0,1.0,1890,3,6,5.0,0,1,0,0.7532239934343948,0.2836643080073606,0.9432646376034676,-3.70377985943663,40.4098236781022,Madrid,HOME,SALE
55867,A14236161726834256875,201812,990000,5823.52941176471,HOME,SALE,170,3,2,1,1,1,3,0,0,50001,0,0,1,0,0,1,0,1,0,0,0,0,1960.0,4.0,1.0,1960,7,28,3.0,0,1,0,2.8099804329687013,0.2778551953559191,0.6440707044973736,-3.68112238549422,40.4350135151669,Madrid,HOME,SALE
8470,A14154564827080206092,201803,157000,1652.63157894737,HOME,SALE,95,3,2,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,1.0,1969,4,24,6.0,0,0,1,7.917776089575047,0.5800145460923888,5.278123489587178,-3.7148314098579,40.3459624504155,Madrid,HOME,SALE
79116,A11721718000431752934,201812,150000,1923.07692307692,HOME,SALE,78,3,1,0,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1962.0,1.0,1.0,1962,5,11,6.0,0,1,0,4.510331180421636,0.5761324099695189,4.656702280952282,-3.74962637229516,40.3960129385866,Madrid,HOME,SALE
17089,A2445412695360179257,201803,56000,1244.44444444444,HOME,SALE,45,3,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,3.0,1.0,1958,6,23,7.0,0,0,1,8.135892459464934,0.3323127095811316,5.4072438810946375,-3.7096969115732,40.3436426810178,Madrid,HOME,SALE
54056,A10095932194385258193,201806,161000,2683.33333333333,HOME,SALE,60,2,1,0,1,1,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,,1.0,1.0,1974,4,12,5.0,0,0,1,3.89478768538542,0.7899173719736979,2.68274678210852,-3.66070900677313,40.4044201300224,Madrid,HOME,SALE
53939,A18422572443964366833,201812,216000,1770.49180327869,HOME,SALE,122,4,2,1,1,1,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,,2.0,1.0,1963,14,21,7.0,0,0,1,5.970191555851237,0.6299217006612844,4.098301019523353,-3.64748298098623,40.3843776438534,Madrid,HOME,SALE
86131,A7570563442478446883,201812,162000,2314.28571428571,HOME,SALE,70,3,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,1.0,1.0,1962,4,20,6.0,0,0,1,7.82950498462252,0.5901055535991122,5.129695448889913,-3.71102178828146,40.3464724265571,Madrid,HOME,SALE
37998,A5420284389098530517,201806,262000,4763.63636363636,HOME,SALE,55,2,1,0,1,1,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,,1.0,1.0,1925,7,35,5.0,0,0,1,1.877467348347561,0.1724445773407947,0.0832546388214427,-3.69289114308498,40.4019074151607,Madrid,HOME,SALE
56078,A2092418112505679399,201812,227000,5159.09090909091,HOME,SALE,44,1,1,1,1,1,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1975.0,6.0,1.0,1975,6,25,4.0,0,0,1,3.741909467919721,0.1901643958589375,1.2995355721804076,-3.67621360500172,40.4428441409845,Madrid,HOME,SALE
42642,A14476981924669684867,201812,297000,4714.28571428571,HOME,SALE,63,2,1,0,0,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,1.0,1.0,1966,7,21,4.0,0,0,1,1.556986557535552,0.3307599541320155,1.5919683678264058,-3.7124543957373,40.4042570095317,Madrid,HOME,SALE
49621,A1785156545490831799,201809,255000,2771.73913043478,HOME,SALE,92,3,1,1,1,0,3,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1962.0,0.0,1.0,1962,5,21,5.0,0,1,0,2.0085596936544885,0.9012590527337988,2.52899607831812,-3.72331900099368,40.4063697444465,Madrid,HOME,SALE
81061,A2118720039277242539,201812,218000,2986.30136986301,HOME,SALE,73,2,1,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2019.0,0.0,,1970,5,13,4.0,0,0,1,5.451525893719166,0.2922391882969629,4.135382776268073,-3.64065529568758,40.4259745540834,Madrid,HOME,SALE
74336,A6253599964686268203,201812,150000,2238.80597014925,HOME,SALE,67,3,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1969.0,2.0,1.0,1969,4,25,6.0,0,0,1,4.102903105426991,0.176500169910603,3.763996466942566,-3.73943326092391,40.3916551200991,Madrid,HOME,SALE
14703,A1490840489300375415,201803,158000,1816.09195402299,HOME,SALE,87,3,1,1,1,1,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,,3.0,1.0,1961,4,9,5.0,0,0,1,4.348826219292534,0.1656176999306644,3.696163091213761,-3.73844840957499,40.3877875123858,Madrid,HOME,SALE
55489,A14302962409698826580,201809,104000,1485.71428571429,HOME,SALE,70,3,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,1.0,1960,5,21,7.0,0,1,0,6.621727174450367,0.3582671773313357,3.738985521340876,-3.6966861775186,40.3573526204866,Madrid,HOME,SALE
22192,A16668881060449428979,201809,609000,4511.11111111111,HOME,SALE,135,3,2,0,1,1,3,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1977.0,3.0,1.0,1977,15,94,6.0,0,0,1,3.26750563839365,0.3080983135963935,2.022806347643352,-3.66862973853608,40.4045547791455,Madrid,HOME,SALE
20748,A1367195992653486402,201809,394000,7880.0,HOME,SALE,50,1,1,0,1,1,3,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,,4.0,2.0,1964,6,12,5.0,0,0,1,0.5277794904722797,0.1059786394863665,1.1061076802610077,-3.70581847280738,40.4210725559921,Madrid,HOME,SALE
18434,A3792791451148318540,201812,427000,3990.65420560748,HOME,SALE,107,2,1,1,1,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,7.0,1.0,1999,6,31,7.0,1,0,0,2.604316966560829,0.3059547262262777,2.103693392640578,-3.71935935526472,40.3964214168977,Madrid,HOME,SALE
66040,A6633035943854985464,201803,212000,2120.0,HOME,SALE,100,4,2,1,1,0,3,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,,5.0,1.0,1974,9,28,4.0,0,1,0,8.190245014566782,0.2589338479685275,6.750906303381464,-3.60896394663062,40.4308035061491,Madrid,HOME,SALE
93430,A6830201246279873943,201812,357000,6490.90909090909,HOME,SALE,55,1,1,1,1,0,3,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,,1.0,1.0,1979,7,58,5.0,0,0,1,2.0042968427569305,0.5484412346510026,1.7583500873065938,-3.71093818387674,40.4337529195555,Madrid,HOME,SALE
37763,A10125495946822905921,201806,408000,3923.07692307692,HOME,SALE,104,3,2,1,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1975.0,4.0,1.0,1975,7,56,5.0,0,0,1,2.433525396718544,0.5026427748199466,0.0860362119410224,-3.69551365796335,40.3956573916067,Madrid,HOME,SALE
36612,A4862128619196633170,201812,734000,3904.25531914894,HOME,SALE,188,4,2,0,1,1,3,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1860.0,5.0,1.0,1860,6,10,3.0,0,0,1,0.7093718720409604,0.1288932244369534,0.4085489783472366,-3.6979802155643,40.4120029895568,Madrid,HOME,SALE
32765,A955069910684382245,201812,235000,2136.36363636364,HOME,SALE,110,3,2,0,1,0,3,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,,3.0,1.0,2002,9,275,4.0,0,0,1,8.122933890474481,1.4108087259475528,5.172585009817063,-3.67704046533822,40.3465231768435,Madrid,HOME,SALE
82875,A15221233771166125689,201812,119000,1190.0,HOME,SALE,100,3,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,1.0,1986,4,9,5.0,0,0,1,6.139802920120078,2.0495032452555093,3.6493927577572336,-3.65859282656366,40.3734949570783,Madrid,HOME,SALE
70975,A9415555254966107362,201812,852000,5163.63636363636,HOME,SALE,165,3,3,1,1,1,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,,2.0,1.0,1963,9,21,4.0,0,0,1,1.593372343839105,0.166159820441759,1.2829716416050092,-3.70457712266383,40.4308909592665,Madrid,HOME,SALE
26268,A3629682238162517466,201812,258000,2835.16483516484,HOME,SALE,91,3,2,0,1,1,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,,5.0,1.0,1974,7,28,5.0,0,0,1,7.937731047517285,0.4799358722888912,2.2953084036844937,-3.65777941544834,40.4787071783489,Madrid,HOME,SALE
43565,A13045652892053874571,201812,174000,5437.5,HOME,SALE,32,2,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,2.0,,1930,8,274,5.0,0,0,1,2.737763682588926,0.2308258162458957,1.3859991530334976,-3.67738807179571,40.4024227046649,Madrid,HOME,SALE
11932,A156776717815051030,201803,370000,3457.94392523364,HOME,SALE,107,3,2,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1955.0,1.0,1.0,1955,6,16,7.0,0,0,1,4.146585157316011,0.0569345480473115,1.0362959657550317,-3.70270565231387,40.4538302635416,Madrid,HOME,SALE
40410,A13154837532061128240,201809,131000,2620.0,HOME,SALE,50,2,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,2.0,1926,6,53,5.0,0,1,0,2.184283501196248,0.5491749177484853,0.0603845894187549,-3.69492671363525,40.3981654436539,Madrid,HOME,SALE
71517,A13512480617496440605,201803,552000,3066.66666666667,HOME,SALE,180,5,3,1,1,1,3,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1969.0,2.0,1.0,1969,11,24,4.0,0,1,0,4.529055016720784,0.2363263457123911,2.4735684797888484,-3.66059092750823,40.4405470819938,Madrid,HOME,SALE
21319,A15887853016453464284,201812,488000,3562.04379562044,HOME,SALE,137,2,2,1,1,1,3,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,,2.0,1.0,2004,4,35,3.0,0,0,1,9.856298604821092,6.798411239784816,9.577999090272057,-3.80289325921267,40.4629615021495,Madrid,HOME,SALE
36203,A16198037377529705169,201812,387000,4161.29032258065,HOME,SALE,93,4,1,0,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1900.0,2.0,1.0,1900,5,11,4.0,0,1,0,0.5601321489632138,0.2097391300861897,0.7740752686620436,-3.70234950346069,40.4116792314801,Madrid,HOME,SALE
49632,A11772389762853007214,201806,274000,3149.42528735632,HOME,SALE,87,3,1,0,1,0,3,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,,6.0,1.0,1967,10,21,6.0,0,0,1,2.114876391013103,0.9543965937861366,2.59623326744799,-3.72418331840939,40.4056436099615,Madrid,HOME,SALE
70072,A6287423967114556417,201812,757000,3248.92703862661,HOME,SALE,233,4,3,1,1,0,3,0,0,14901,0,1,0,1,0,1,1,1,1,0,0,0,1988.0,1.0,1.0,1988,4,42,3.0,0,0,1,8.575849793167649,0.4758685656556319,2.6062918580691448,-3.71162631574739,40.4933970625462,Madrid,HOME,SALE
5488,A5890793633496163050,201803,443000,4027.27272727273,HOME,SALE,110,2,1,1,1,1,3,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,,1.0,1.0,2005,4,25,3.0,0,0,1,9.41632603020809,5.721262987553796,8.431037890325912,-3.78826191773787,40.4715666466587,Madrid,HOME,SALE
61753,A5855045984678631917,201812,174000,2676.92307692308,HOME,SALE,65,2,1,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1970.0,2.0,1.0,1970,5,18,6.0,0,0,1,6.354238191286982,0.1926278265386428,4.812253314197006,-3.63832340278304,40.3887889761209,Madrid,HOME,SALE
54132,A6577038201759501260,201806,242000,2574.46808510638,HOME,SALE,94,3,2,0,1,1,3,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1968.0,1.0,1.0,1968,15,32,6.0,0,0,1,5.199283829100138,0.5613496590365853,4.138836954793872,-3.64302763609129,40.4101775128824,Madrid,HOME,SALE
82097,A10784048296453267966,201812,310000,3875.0,HOME,SALE,80,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,1.0,,1994,7,37,3.0,0,0,1,7.833767822070883,0.2693909185971672,1.783104686466297,-3.66363186219452,40.4799800215063,Madrid,HOME,SALE
59680,A1060520904930647993,201812,201000,4276.59574468085,HOME,SALE,47,1,1,0,1,0,2,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1967.0,0.0,1.0,1967,5,12,5.0,0,0,1,5.20438485580993,0.2033922345881673,1.3068271697521938,-3.67447521265851,40.4576741014249,Madrid,HOME,SALE
69170,A1387402390977709937,201803,509000,5039.60396039604,HOME,SALE,101,4,2,0,1,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1941.0,2.0,2.0,1941,10,59,5.0,0,0,1,2.545213389979041,0.3999890716511233,1.5656446007439382,-3.67387244997748,40.4185784759772,Madrid,HOME,SALE
6449,A9885793869248306921,201803,118000,1180.0,HOME,SALE,100,3,2,1,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,4.0,1.0,1982,6,25,5.0,0,0,1,5.168943209984848,0.1882536819205282,3.780904725492715,-3.73575131815311,40.3770478571772,Madrid,HOME,SALE
44063,A12991761542973036660,201812,411000,4326.31578947368,HOME,SALE,95,2,1,0,1,0,3,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,,0.0,,1952,8,34,3.0,0,0,1,2.7625181884427445,0.3421255495420485,1.803105516151809,-3.67123660556145,40.4178460579368,Madrid,HOME,SALE
81515,A3652487075434783487,201812,459000,1285.71428571429,HOME,SALE,357,0,2,0,0,0,3,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1966.0,0.0,1.0,1966,4,7,5.0,0,1,0,6.288460033235255,0.3078815458821208,4.468253324322155,-3.63657221453636,40.440528684793,Madrid,HOME,SALE
88296,A6273120088896639723,201806,520000,3312.10191082803,HOME,SALE,157,4,3,1,1,0,3,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,,7.0,1.0,2014,7,94,4.0,1,0,0,11.382137767306649,1.3171392552412504,6.491758903748215,-3.60818664522207,40.4884381966168,Madrid,HOME,SALE
6005,A7783124649416968984,201803,133000,1414.89361702128,HOME,SALE,94,3,2,1,1,0,3,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1981.0,5.0,1.0,1981,7,7,7.0,0,1,0,6.888359351563485,1.0611656141057833,6.09905280135147,-3.76383419662115,40.3749017928734,Madrid,HOME,SALE
67531,A3304730905253362509,201812,1531000,4875.79617834395,HOME,SALE,314,5,2,1,1,0,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,,4.0,1.0,1958,3,7,3.0,0,1,0,2.668624482775052,0.1104047730608876,0.0906533918979849,-3.69242232740379,40.4389463884417,Madrid,HOME,SALE
9761,A3447961518371093391,201803,695000,4161.67664670659,HOME,SALE,167,4,2,0,1,0,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1958.0,4.0,1.0,1958,6,13,5.0,0,0,1,1.2199673881282402,0.257387381372107,1.552542329182501,-3.70904941685414,40.4267915379756,Madrid,HOME,SALE
61878,A4246922548671989423,201809,87000,2351.35135135135,HOME,SALE,37,1,1,0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1920.0,1.0,1.0,1920,5,16,7.0,0,0,1,3.624609921996284,0.332958496575209,2.316389720154211,-3.66659831244288,40.4005214335614,Madrid,HOME,SALE
30417,A5734989562910340926,201809,144000,2028.16901408451,HOME,SALE,71,3,1,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1965.0,1.0,1.0,1965,6,9,5.0,0,1,0,3.969544784756088,0.7533420007633767,2.771281171534342,-3.65953542629012,40.4049223292892,Madrid,HOME,SALE
87875,A15899340497732095184,201806,132000,2200.0,HOME,SALE,60,1,1,0,1,1,3,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,,5.0,1.0,1980,3,4,1.0,0,0,1,4.481491515112951,0.5086380180566741,2.625817237953845,-3.65779191785077,40.4364549282594,Madrid,HOME,SALE
83579,A17164221582153808874,201803,82000,1171.42857142857,HOME,SALE,70,3,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,1.0,1965,4,17,6.0,0,1,0,4.254740383748749,0.1435855039148821,3.953340201679,-3.74167040706584,40.3915146655579,Madrid,HOME,SALE
34732,A16322247607780103129,201812,314000,4077.92207792208,HOME,SALE,77,2,1,0,0,1,3,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,,2.0,1.0,1926,4,8,4.0,0,0,1,0.9025629154206932,0.3110644448906755,1.1439899922090346,-3.70656197446083,40.4087616598197,Madrid,HOME,SALE
24589,A5396554757926818291,201812,127000,3628.57142857143,HOME,SALE,35,1,1,0,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,,0.0,2.0,1910,4,14,7.0,0,0,1,4.066560349267249,0.178389855848933,1.1779891694905642,-3.70447900920656,40.4531167685522,Madrid,HOME,SALE
76228,A3012281257727862327,201812,122000,2440.0,HOME,SALE,50,2,1,0,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1958.0,2.0,1.0,1958,5,7,7.0,0,0,1,6.428984645738041,0.1433632293278042,5.200121078909265,-3.75062313476614,40.371168443247,Madrid,HOME,SALE
